# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/contigs-fixed.saf" "-F" "SAF" "-o" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/ab-hydrolase_GC125648.bam_counts.out" "/home/jasper/Test_data/GC125648.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/jasper/Test_data/GC125648.bam
c_000000962385_2	c_000000962385	162	797	-	636	0
c_000000962419_2	c_000000962419	348	962	+	615	0
c_000000962551_1	c_000000962551	3	554	-	552	0
c_000000962829_1	c_000000962829	1	342	+	342	0
c_000000963383_1	c_000000963383	2	637	+	636	0
c_000000963528_1	c_000000963528	3	305	+	303	0
c_000000963998_1	c_000000963998	1	354	-	354	0
c_000000964570_1	c_000000964570	1	738	-	738	0
c_000000965031_4	c_000000965031	3390	4304	+	915	0
c_000000966259_1	c_000000966259	1	285	+	285	0
c_000000966380_1	c_000000966380	3	215	+	213	0
c_000000966395_2	c_000000966395	448	1338	+	891	0
c_000000966551_1	c_000000966551	1	330	+	330	0
c_000000966640_1	c_000000966640	1	549	-	549	0
c_000000967136_1	c_000000967136	2	310	+	309	0
c_000000970586_1	c_000000970586	1	345	+	345	0
c_000000970902_1	c_000000970902	3	365	+	363	0
c_000000970981_1	c_000000970981	3	368	-	366	0
c_000000971531_2	c_000000971531	622	1317	+	696	0
c_000000971684_1	c_000000971684	3	323	-	321	0
c_000000971826_1	c_000000971826	23	565	+	543	0
c_000000972768_1	c_000000972768	3	404	+	402	0
c_000000973448_1	c_000000973448	1	309	-	309	0
c_000000973692_8	c_000000973692	5142	5780	+	639	0
c_000000973912_1	c_000000973912	16	813	-	798	0
c_000000974748_1	c_000000974748	235	648	+	414	0
c_000000974825_1	c_000000974825	2	1045	+	1044	0
c_000000975326_2	c_000000975326	373	876	+	504	0
c_000000975790_1	c_000000975790	2	703	+	702	0
c_000000975831_1	c_000000975831	2	319	+	318	0
c_000000976180_2	c_000000976180	650	982	-	333	0
c_000000977085_3	c_000000977085	1135	1935	-	801	0
c_000000977409_2	c_000000977409	417	707	+	291	0
c_000000977444_1	c_000000977444	1	432	-	432	0
c_000000977839_2	c_000000977839	1004	2455	+	1452	0
c_000000978127_4	c_000000978127	3574	4485	+	912	0
c_000000978819_2	c_000000978819	892	1623	-	732	0
c_000000979712_1	c_000000979712	1	321	-	321	0
c_000000980416_1	c_000000980416	1	549	+	549	0
c_000000980445_1	c_000000980445	16	771	-	756	0
c_000000980530_1	c_000000980530	2	526	+	525	0
c_000000981357_1	c_000000981357	16	759	-	744	0
c_000000981702_2	c_000000981702	202	1053	-	852	0
c_000000981827_1	c_000000981827	3	326	+	324	0
c_000000982978_1	c_000000982978	1	384	+	384	0
c_000000983461_15	c_000000983461	19382	20173	-	792	0
c_000000983558_1	c_000000983558	2	556	-	555	0
c_000000983960_1	c_000000983960	1	468	-	468	0
c_000000984019_1	c_000000984019	59	403	+	345	0
c_000000984334_1	c_000000984334	168	965	+	798	0
c_000000985740_3	c_000000985740	1325	1528	+	204	0
c_000000985750_1	c_000000985750	1	822	-	822	0
c_000000986409_1	c_000000986409	2	262	-	261	0
c_000000986566_1	c_000000986566	1	693	+	693	0
c_000000987323_1	c_000000987323	1	468	-	468	0
c_000000989434_1	c_000000989434	2	796	+	795	0
c_000000989640_1	c_000000989640	3	527	-	525	0
c_000000989940_1	c_000000989940	1	411	+	411	0
c_000000990036_3	c_000000990036	705	926	+	222	0
c_000000990922_1	c_000000990922	3	698	+	696	0
c_000000990931_2	c_000000990931	299	1075	+	777	0
c_000000991229_61	c_000000991229	59127	60071	+	945	0
c_000000991745_1	c_000000991745	3	560	-	558	0
c_000000992674_1	c_000000992674	2	1066	-	1065	0
c_000000993130_1	c_000000993130	142	480	+	339	0
c_000000993741_1	c_000000993741	2	2170	-	2169	0
c_000000994173_2	c_000000994173	154	1083	-	930	0
c_000000994200_2	c_000000994200	91	810	+	720	0
c_000000994373_1	c_000000994373	2	253	-	252	0
c_000000994511_1	c_000000994511	2	769	-	768	0
c_000000995774_1	c_000000995774	2	475	+	474	0
c_000000996465_1	c_000000996465	1	225	-	225	0
c_000000996505_2	c_000000996505	865	1680	+	816	0
c_000000997011_2	c_000000997011	882	1772	+	891	0
c_000000997087_1	c_000000997087	2	472	-	471	0
c_000000997992_1	c_000000997992	84	791	-	708	0
c_000000997997_1	c_000000997997	2	235	+	234	0
c_000000998599_1	c_000000998599	1	495	-	495	0
c_000000998644_1	c_000000998644	1	663	+	663	0
c_000000998655_1	c_000000998655	29	631	-	603	0
c_000000998885_1	c_000000998885	3	323	-	321	0
c_000000999096_2	c_000000999096	303	539	+	237	0
c_000000999490_2	c_000000999490	350	490	+	141	0
c_000001001970_2	c_000001001970	451	1359	-	909	0
c_000001002667_16	c_000001002667	12702	13565	+	864	0
c_000001002752_1	c_000001002752	1	690	+	690	0
c_000001003020_1	c_000001003020	299	1381	-	1083	0
c_000001003291_1	c_000001003291	3	338	-	336	0
c_000001005478_1	c_000001005478	3	485	-	483	0
c_000001005652_1	c_000001005652	3	827	-	825	0
c_000001005759_2	c_000001005759	286	909	+	624	0
c_000001005863_1	c_000001005863	2	325	+	324	0
c_000001012056_1	c_000001012056	1	690	-	690	0
c_000001013206_1	c_000001013206	1	546	-	546	0
c_000001013609_1	c_000001013609	38	397	+	360	0
c_000001013879_14	c_000001013879	12999	13883	-	885	0
c_000001014341_1	c_000001014341	3	347	-	345	0
c_000001015454_1	c_000001015454	1	405	-	405	0
c_000001015818_1	c_000001015818	1	375	+	375	0
c_000001015891_2	c_000001015891	365	1024	+	660	0
c_000001016115_1	c_000001016115	2	523	+	522	0
c_000001017386_1	c_000001017386	2	1279	+	1278	0
c_000001017847_1	c_000001017847	105	941	+	837	0
c_000001017948_1	c_000001017948	2	628	+	627	0
c_000001018505_2	c_000001018505	248	895	+	648	0
c_000001018757_1	c_000001018757	2	436	+	435	0
c_000001025551_1	c_000001025551	1	615	+	615	0
c_000001026069_1	c_000001026069	2	298	+	297	0
c_000001026392_1	c_000001026392	1	891	-	891	0
c_000001026728_6	c_000001026728	6874	7659	-	786	0
c_000001028813_1	c_000001028813	2	310	-	309	0
c_000001028999_2	c_000001028999	966	1844	+	879	0
c_000001029052_1	c_000001029052	1	855	+	855	0
c_000001029226_1	c_000001029226	12	416	+	405	0
c_000001030584_2	c_000001030584	435	959	+	525	0
c_000001030677_3	c_000001030677	1322	2191	-	870	0
c_000001031224_1	c_000001031224	2	838	+	837	0
c_000001033000_10	c_000001033000	5760	6797	-	1038	0
c_000001033110_1	c_000001033110	2	634	-	633	0
c_000001033135_1	c_000001033135	1	699	+	699	0
c_000001033189_1	c_000001033189	3	515	+	513	0
c_000001033338_8	c_000001033338	3609	4430	+	822	0
c_000001033436_1	c_000001033436	2	382	+	381	0
c_000001034323_1	c_000001034323	1	411	-	411	0
c_000001035331_2	c_000001035331	756	1391	+	636	0
c_000001036002_1	c_000001036002	1	327	+	327	0
c_000001036329_1	c_000001036329	3	704	+	702	0
c_000001037153_4	c_000001037153	3441	4547	+	1107	0
c_000001037583_1	c_000001037583	3	332	+	330	0
c_000001039123_1	c_000001039123	2	460	-	459	0
c_000001039722_1	c_000001039722	3	269	-	267	0
c_000001040129_1	c_000001040129	1	288	+	288	0
c_000001040335_1	c_000001040335	17	1048	-	1032	0
c_000001040664_1	c_000001040664	3	341	-	339	0
c_000001041068_2	c_000001041068	585	1400	+	816	0
c_000001041863_1	c_000001041863	2	430	-	429	0
c_000001042908_2	c_000001042908	298	645	+	348	0
c_000001043062_2	c_000001043062	136	633	+	498	0
c_000001043068_1	c_000001043068	3	311	-	309	0
c_000001043453_1	c_000001043453	3	506	-	504	0
c_000001043601_1	c_000001043601	1	387	-	387	0
c_000001044010_1	c_000001044010	46	306	-	261	0
c_000001044914_1	c_000001044914	1	426	-	426	0
c_000001045044_1	c_000001045044	3	557	+	555	0
c_000001045595_1	c_000001045595	1	237	-	237	0
c_000001046610_1	c_000001046610	2	841	+	840	0
c_000001047055_5	c_000001047055	3340	4227	+	888	0
c_000001047064_1	c_000001047064	2	490	+	489	0
c_000001047700_2	c_000001047700	771	1706	+	936	0
c_000001048143_2	c_000001048143	2517	3077	+	561	0
c_000001048177_1	c_000001048177	1	411	-	411	0
c_000001048399_2	c_000001048399	1103	1894	+	792	0
c_000001049403_1	c_000001049403	1	534	+	534	0
c_000001049598_1	c_000001049598	1	408	-	408	0
c_000001049931_1	c_000001049931	2	283	+	282	0
c_000001050061_1	c_000001050061	2	238	+	237	0
c_000001051040_4	c_000001051040	1915	2670	-	756	0
c_000001051464_2	c_000001051464	732	1418	+	687	0
c_000001052127_1	c_000001052127	18	575	+	558	0
c_000001052865_1	c_000001052865	1	558	-	558	0
c_000001053481_1	c_000001053481	2	343	+	342	0
c_000001053784_2	c_000001053784	559	1518	+	960	0
c_000001056508_2	c_000001056508	190	1026	+	837	0
c_000001056735_1	c_000001056735	3	782	+	780	0
c_000001056908_1	c_000001056908	1	276	+	276	0
c_000001057410_1	c_000001057410	3	506	-	504	0
c_000001057820_11	c_000001057820	9425	10447	+	1023	0
c_000001058027_3	c_000001058027	906	1811	-	906	0
c_000001058599_1	c_000001058599	3	563	+	561	0
c_000001059455_1	c_000001059455	2	301	-	300	0
c_000001059630_1	c_000001059630	2	595	-	594	0
c_000001059728_1	c_000001059728	1	360	-	360	0
c_000001060374_1	c_000001060374	3	455	-	453	0
c_000001060833_1	c_000001060833	1	801	-	801	0
c_000001061113_1	c_000001061113	1	279	+	279	0
c_000001061142_1	c_000001061142	2	199	+	198	0
c_000001061933_1	c_000001061933	3	497	-	495	0
c_000001061960_1	c_000001061960	2	700	-	699	0
c_000001062110_1	c_000001062110	3	866	+	864	0
c_000001062117_4	c_000001062117	2172	3056	-	885	0
c_000001062548_1	c_000001062548	1	390	+	390	0
c_000001063222_1	c_000001063222	1	786	-	786	0
c_000001063500_2	c_000001063500	519	878	+	360	0
c_000001064058_4	c_000001064058	1626	2195	+	570	0
c_000001064500_2	c_000001064500	256	1182	+	927	0
c_000001064673_1	c_000001064673	1	477	-	477	0
c_000001064885_3	c_000001064885	1544	2533	-	990	0
c_000001065353_1	c_000001065353	1	348	+	348	0
c_000001066491_1	c_000001066491	1	321	-	321	0
c_000001067717_3	c_000001067717	594	1019	-	426	0
c_000001069363_1	c_000001069363	1	327	-	327	0
c_000001069723_1	c_000001069723	2	388	-	387	0
c_000001070077_2	c_000001070077	1410	2408	+	999	0
c_000001071860_1	c_000001071860	1	759	+	759	0
c_000001072751_1	c_000001072751	3	1271	+	1269	0
c_000001072813_2	c_000001072813	155	442	+	288	0
c_000001072815_1	c_000001072815	3	374	-	372	0
c_000001073046_1	c_000001073046	3	434	+	432	0
c_000001073691_1	c_000001073691	1	552	+	552	0
c_000001073858_1	c_000001073858	2	415	-	414	0
c_000001073936_1	c_000001073936	122	568	+	447	0
c_000001074091_6	c_000001074091	3891	4817	-	927	0
c_000001074590_1	c_000001074590	119	982	-	864	0
c_000001074971_1	c_000001074971	1	252	-	252	0
c_000001074971_2	c_000001074971	379	1158	-	780	0
c_000001075994_1	c_000001075994	2	451	-	450	0
c_000001076066_1	c_000001076066	2	331	-	330	0
c_000001076272_2	c_000001076272	368	874	+	507	0
c_000001076924_1	c_000001076924	1	447	-	447	0
c_000001077212_1	c_000001077212	2	1222	+	1221	0
c_000001078425_3	c_000001078425	699	1319	+	621	0
c_000001078456_1	c_000001078456	2	493	+	492	0
c_000001078646_1	c_000001078646	3	338	-	336	0
c_000001079137_1	c_000001079137	97	612	+	516	0
c_000001079263_1	c_000001079263	45	569	-	525	0
c_000001079732_1	c_000001079732	3	320	-	318	0
c_000001079954_1	c_000001079954	3	389	-	387	0
c_000001080551_1	c_000001080551	2	556	+	555	0
c_000001081746_1	c_000001081746	17	652	+	636	0
c_000001082399_1	c_000001082399	2	229	+	228	0
c_000001082620_1	c_000001082620	3	854	-	852	0
c_000001082700_1	c_000001082700	62	751	-	690	0
c_000001082735_1	c_000001082735	36	674	-	639	0
c_000001083879_1	c_000001083879	3	353	-	351	0
c_000001084335_4	c_000001084335	3364	4197	-	834	0
c_000001084882_1	c_000001084882	99	872	+	774	0
c_000001085062_1	c_000001085062	1	1119	+	1119	0
c_000001086096_1	c_000001086096	1	915	-	915	0
c_000001086144_3	c_000001086144	2490	3179	-	690	0
c_000001086793_5	c_000001086793	2003	2761	+	759	0
c_000001088110_2	c_000001088110	253	891	-	639	0
c_000001088123_2	c_000001088123	1053	1973	+	921	0
c_000001088434_1	c_000001088434	1	312	+	312	0
c_000001088537_2	c_000001088537	720	1436	+	717	0
c_000001089436_2	c_000001089436	290	1087	-	798	0
c_000001090120_2	c_000001090120	562	1566	+	1005	0
c_000001091205_1	c_000001091205	1	444	+	444	0
c_000001092694_2	c_000001092694	93	665	-	573	0
c_000001093229_2	c_000001093229	608	1774	+	1167	0
c_000001094207_4	c_000001094207	2700	3380	+	681	0
c_000001095857_5	c_000001095857	2843	3202	+	360	0
c_000001097107_2	c_000001097107	900	1778	+	879	0
c_000001098205_1	c_000001098205	1	483	-	483	0
c_000001098439_1	c_000001098439	1	546	-	546	0
c_000001098528_1	c_000001098528	3	404	-	402	0
c_000001098664_4	c_000001098664	2883	3410	+	528	0
c_000001098862_1	c_000001098862	2	376	-	375	0
c_000001099447_2	c_000001099447	500	1165	-	666	0
c_000001099648_1	c_000001099648	2	463	-	462	0
c_000001099737_3	c_000001099737	984	1727	+	744	0
c_000001099928_2	c_000001099928	258	1301	-	1044	0
c_000001100134_1	c_000001100134	3	566	-	564	0
c_000001100517_2	c_000001100517	71	445	+	375	0
c_000001100684_2	c_000001100684	146	712	-	567	0
c_000001101454_1	c_000001101454	1	423	-	423	0
c_000001102314_1	c_000001102314	1	660	-	660	0
c_000001102774_3	c_000001102774	1658	2626	+	969	0
c_000001104182_1	c_000001104182	1	393	+	393	0
c_000001104684_2	c_000001104684	140	1027	-	888	0
c_000001104701_1	c_000001104701	1	606	+	606	0
c_000001105371_2	c_000001105371	316	804	+	489	0
c_000001106410_15	c_000001106410	12452	13402	-	951	0
c_000001106642_1	c_000001106642	93	473	+	381	0
c_000001107782_1	c_000001107782	3	374	-	372	0
c_000001107853_2	c_000001107853	60	647	-	588	0
c_000001108807_1	c_000001108807	17	715	+	699	0
c_000001108970_1	c_000001108970	2	607	-	606	0
c_000001108988_1	c_000001108988	1	312	-	312	0
c_000001109277_2	c_000001109277	811	1197	+	387	0
c_000001110201_2	c_000001110201	104	910	-	807	0
c_000001112248_1	c_000001112248	60	524	+	465	0
c_000001113163_2	c_000001113163	298	1029	-	732	0
c_000001113341_1	c_000001113341	2	394	+	393	0
c_000001113809_23	c_000001113809	18953	19633	-	681	0
c_000001114115_1	c_000001114115	1	618	-	618	0
c_000001115049_1	c_000001115049	23	394	+	372	0
c_000001115260_1	c_000001115260	1	735	-	735	0
c_000001115399_2	c_000001115399	247	774	+	528	0
c_000001116241_1	c_000001116241	3	347	-	345	0
c_000001117211_2	c_000001117211	303	995	-	693	0
c_000001118370_2	c_000001118370	693	2225	-	1533	0
c_000001118445_1	c_000001118445	1	435	-	435	0
c_000001118928_1	c_000001118928	2	310	-	309	0
c_000001119254_3	c_000001119254	1908	2747	-	840	0
c_000001119497_1	c_000001119497	2	331	+	330	0
c_000001119863_9	c_000001119863	5392	6300	+	909	0
c_000001121171_2	c_000001121171	146	658	+	513	0
c_000001121648_2	c_000001121648	268	540	+	273	0
c_000001121847_1	c_000001121847	3	740	-	738	0
c_000001122411_1	c_000001122411	3	830	+	828	0
c_000001122954_1	c_000001122954	3	605	-	603	0
c_000001122989_1	c_000001122989	1	381	-	381	0
c_000001123261_1	c_000001123261	1	330	+	330	0
c_000001123437_6	c_000001123437	3837	4784	-	948	0
c_000001123487_1	c_000001123487	1	789	+	789	0
c_000001125919_2	c_000001125919	189	986	+	798	0
c_000001126272_1	c_000001126272	3	335	-	333	0
c_000001130150_1	c_000001130150	3	542	+	540	0
c_000001130572_1	c_000001130572	3	506	-	504	0
c_000001130607_5	c_000001130607	2699	3439	+	741	0
c_000001131620_2	c_000001131620	1588	2577	+	990	0
c_000001132260_1	c_000001132260	3	485	-	483	0
c_000001133888_1	c_000001133888	2	418	-	417	0
c_000001134665_1	c_000001134665	3	704	-	702	0
c_000001135034_3	c_000001135034	1435	1710	+	276	0
c_000001135132_1	c_000001135132	1	741	-	741	0
c_000001136366_1	c_000001136366	90	377	+	288	0
c_000001137061_1	c_000001137061	3	791	+	789	0
c_000001137640_1	c_000001137640	3	566	-	564	0
c_000001137897_1	c_000001137897	19	600	-	582	0
c_000001138215_1	c_000001138215	1	405	-	405	0
c_000001138954_1	c_000001138954	1	621	+	621	0
c_000001139556_1	c_000001139556	1	381	-	381	0
c_000001139998_1	c_000001139998	1	309	-	309	0
c_000001140192_2	c_000001140192	189	875	-	687	0
c_000001140651_8	c_000001140651	5775	6800	-	1026	0
c_000001145819_1	c_000001145819	2	331	+	330	0
c_000001146007_1	c_000001146007	2	451	-	450	0
c_000001147029_2	c_000001147029	263	1087	-	825	0
c_000001147587_14	c_000001147587	14036	15727	+	1692	0
c_000001147587_19	c_000001147587	18512	19402	-	891	0
c_000001147962_1	c_000001147962	1	300	-	300	0
c_000001148569_1	c_000001148569	2	562	+	561	0
c_000001150576_3	c_000001150576	2083	3939	-	1857	0
c_000001151407_2	c_000001151407	207	1031	-	825	0
c_000001152348_7	c_000001152348	3562	4383	+	822	0
c_000001152348_11	c_000001152348	6145	6873	+	729	0
c_000001152663_1	c_000001152663	2	373	-	372	0
c_000001152726_1	c_000001152726	3	608	+	606	0
c_000001152921_2	c_000001152921	738	1181	+	444	0
c_000001153074_1	c_000001153074	2	490	+	489	0
c_000001153274_2	c_000001153274	414	1136	+	723	0
c_000001153284_1	c_000001153284	194	1012	+	819	0
c_000001153289_4	c_000001153289	2576	3268	-	693	0
c_000001153289_5	c_000001153289	3545	4342	+	798	0
c_000001153555_12	c_000001153555	11511	12425	-	915	0
c_000001153807_1	c_000001153807	3	317	-	315	0
c_000001154695_2	c_000001154695	1598	2140	-	543	0
c_000001154755_1	c_000001154755	1	264	-	264	0
c_000001154830_1	c_000001154830	3	401	+	399	0
c_000001155006_1	c_000001155006	3	632	+	630	0
c_000001155327_2	c_000001155327	158	754	+	597	0
c_000001156106_1	c_000001156106	34	408	+	375	0
c_000001156124_1	c_000001156124	1	333	-	333	0
c_000001156666_4	c_000001156666	2643	3440	+	798	0
c_000001156740_3	c_000001156740	750	1247	+	498	0
c_000001157118_1	c_000001157118	55	369	+	315	0
c_000001157761_1	c_000001157761	2	301	+	300	0
c_000001158968_1	c_000001158968	37	363	+	327	0
c_000001159218_1	c_000001159218	102	536	+	435	0
c_000001159789_11	c_000001159789	11463	12188	+	726	0
c_000001161608_2	c_000001161608	423	1319	+	897	0
c_000001161608_3	c_000001161608	1323	2135	-	813	0
c_000001164262_1	c_000001164262	3	275	-	273	0
c_000001165545_2	c_000001165545	286	873	+	588	0
c_000001165658_1	c_000001165658	3	452	-	450	0
c_000001166050_1	c_000001166050	3	539	-	537	0
c_000001166185_1	c_000001166185	1	798	+	798	0
c_000001167805_1	c_000001167805	3	776	+	774	0
c_000001168183_1	c_000001168183	2	313	+	312	0
c_000001168336_2	c_000001168336	197	868	+	672	0
c_000001168621_1	c_000001168621	26	769	+	744	0
c_000001170845_2	c_000001170845	495	929	+	435	0
c_000001170981_1	c_000001170981	112	750	-	639	0
c_000001171063_1	c_000001171063	3	341	-	339	0
c_000001171111_1	c_000001171111	3	491	-	489	0
c_000001172021_1	c_000001172021	1	291	-	291	0
c_000001172112_1	c_000001172112	1	381	-	381	0
c_000001173145_1	c_000001173145	2	547	+	546	0
c_000001173192_1	c_000001173192	153	323	+	171	0
c_000001174091_1	c_000001174091	1	318	-	318	0
c_000001174982_1	c_000001174982	1	411	+	411	0
c_000001175086_2	c_000001175086	793	1362	+	570	0
c_000001175523_1	c_000001175523	1	501	+	501	0
c_000001175583_3	c_000001175583	1893	2765	+	873	0
c_000001176260_1	c_000001176260	2	649	-	648	0
c_000001177237_1	c_000001177237	2	214	+	213	0
c_000001177328_1	c_000001177328	3	323	-	321	0
c_000001177787_2	c_000001177787	188	805	-	618	0
c_000001178078_1	c_000001178078	24	713	-	690	0
c_000001178557_1	c_000001178557	1	282	-	282	0
c_000001178708_1	c_000001178708	2	262	-	261	0
c_000001178710_6	c_000001178710	4156	5025	+	870	0
c_000001178813_2	c_000001178813	1261	2076	+	816	0
c_000001178869_5	c_000001178869	3662	4465	+	804	0
c_000001178956_1	c_000001178956	1	459	-	459	0
c_000001180078_3	c_000001180078	1809	4226	+	2418	0
c_000001180123_1	c_000001180123	2	523	-	522	0
c_000001181242_1	c_000001181242	1	429	+	429	0
c_000001181602_1	c_000001181602	3	362	-	360	0
c_000001181685_1	c_000001181685	38	619	-	582	0
c_000001182773_2	c_000001182773	271	642	+	372	0
c_000001183611_1	c_000001183611	3	782	-	780	0
c_000001184366_1	c_000001184366	2	742	-	741	0
c_000001185946_1	c_000001185946	2	367	+	366	0
c_000001187144_1	c_000001187144	3	338	-	336	0
c_000001187683_7	c_000001187683	5771	6736	+	966	0
c_000001187998_1	c_000001187998	3	491	+	489	0
c_000001188571_5	c_000001188571	2168	2917	+	750	0
c_000001190038_1	c_000001190038	2	292	-	291	0
c_000001190130_1	c_000001190130	2	643	-	642	0
c_000001191066_1	c_000001191066	1	354	-	354	0
c_000001191676_2	c_000001191676	848	1594	+	747	0
c_000001191999_2	c_000001191999	243	1325	-	1083	0
c_000001192162_1	c_000001192162	138	899	+	762	0
c_000001192220_1	c_000001192220	2	589	-	588	0
c_000001192796_1	c_000001192796	1	315	+	315	0
c_000001193184_2	c_000001193184	540	1442	+	903	0
c_000001193347_2	c_000001193347	162	518	+	357	0
c_000001195168_14	c_000001195168	14132	15076	+	945	0
c_000001196372_1	c_000001196372	1	765	+	765	0
c_000001197028_1	c_000001197028	3	290	-	288	0
c_000001197048_1	c_000001197048	2	541	+	540	0
c_000001197403_1	c_000001197403	3	512	-	510	0
c_000001199152_1	c_000001199152	1	393	-	393	0
c_000001199300_2	c_000001199300	678	1679	-	1002	0
c_000001199432_1	c_000001199432	31	423	+	393	0
c_000001199607_3	c_000001199607	1211	2161	-	951	0
c_000001199616_1	c_000001199616	3	479	-	477	0
c_000001200609_1	c_000001200609	1	546	-	546	0
c_000001200668_1	c_000001200668	3	452	-	450	0
c_000001201737_1	c_000001201737	2	313	+	312	0
c_000001202441_1	c_000001202441	3	374	-	372	0
c_000001203325_2	c_000001203325	369	1340	-	972	0
c_000001204199_1	c_000001204199	2	301	+	300	0
c_000001204376_1	c_000001204376	17	919	-	903	0
c_000001205031_2	c_000001205031	198	998	-	801	0
c_000001205433_2	c_000001205433	1688	2308	-	621	0
c_000001206007_1	c_000001206007	3	332	-	330	0
c_000001206321_2	c_000001206321	190	621	+	432	0
c_000001206561_2	c_000001206561	1277	1927	-	651	0
c_000001206733_1	c_000001206733	1	606	+	606	0
c_000001207086_7	c_000001207086	4765	5661	-	897	0
c_000001207860_2	c_000001207860	171	827	+	657	0
c_000001208271_1	c_000001208271	3	617	-	615	0
c_000001209088_1	c_000001209088	2	511	-	510	0
c_000001209352_1	c_000001209352	94	405	+	312	0
c_000001209423_1	c_000001209423	1	222	-	222	0
c_000001209583_1	c_000001209583	3	281	+	279	0
c_000001210135_2	c_000001210135	1218	1823	+	606	0
c_000001210764_2	c_000001210764	119	319	-	201	0
c_000001211165_2	c_000001211165	127	1077	+	951	0
c_000001211371_1	c_000001211371	1	348	-	348	0
c_000001211526_1	c_000001211526	1	741	-	741	0
c_000001212327_1	c_000001212327	2	352	-	351	0
c_000001212387_4	c_000001212387	2423	2848	+	426	0
c_000001213202_1	c_000001213202	2	334	-	333	0
c_000001214107_1	c_000001214107	2	259	+	258	0
c_000001214359_1	c_000001214359	2	313	+	312	0
c_000001215956_1	c_000001215956	2	487	-	486	0
c_000001216351_1	c_000001216351	2	439	+	438	0
c_000001216999_1	c_000001216999	1	357	-	357	0
c_000001217061_3	c_000001217061	1319	2128	-	810	0
c_000001217474_1	c_000001217474	2	298	-	297	0
c_000001217680_1	c_000001217680	1	573	+	573	0
c_000001217983_1	c_000001217983	3	857	-	855	0
c_000001219927_1	c_000001219927	1	750	-	750	0
c_000001220243_2	c_000001220243	519	1367	-	849	0
c_000001220320_6	c_000001220320	3243	4115	+	873	0
c_000001221205_1	c_000001221205	2	643	-	642	0
c_000001221582_2	c_000001221582	168	1109	+	942	0
c_000001221854_2	c_000001221854	124	849	+	726	0
c_000001222127_1	c_000001222127	19	960	+	942	0
c_000001222327_4	c_000001222327	3217	4092	+	876	0
c_000001223333_1	c_000001223333	2	307	-	306	0
c_000001224011_3	c_000001224011	1652	1996	+	345	0
c_000001224403_1	c_000001224403	3	314	+	312	0
c_000001226295_5	c_000001226295	2843	3799	+	957	0
c_000001227549_2	c_000001227549	401	994	+	594	0
c_000001227955_2	c_000001227955	452	922	+	471	0
c_000001228909_2	c_000001228909	272	610	+	339	0
c_000001229006_1	c_000001229006	25	831	-	807	0
c_000001229652_1	c_000001229652	2	538	+	537	0
c_000001230081_1	c_000001230081	2	355	-	354	0
c_000001230540_1	c_000001230540	1	321	+	321	0
c_000001230682_1	c_000001230682	1	792	+	792	0
c_000001231012_1	c_000001231012	1	1029	+	1029	0
c_000001232063_1	c_000001232063	3	734	-	732	0
c_000001233000_2	c_000001233000	139	825	-	687	0
c_000001234009_2	c_000001234009	1632	2525	-	894	0
c_000001234774_1	c_000001234774	1	450	-	450	0
c_000001234793_1	c_000001234793	1	264	-	264	0
c_000001235037_1	c_000001235037	3	992	+	990	0
c_000001236192_1	c_000001236192	1	579	+	579	0
c_000001236548_4	c_000001236548	2388	2933	+	546	0
c_000001237013_2	c_000001237013	711	1280	+	570	0
c_000001238137_1	c_000001238137	27	740	-	714	0
c_000001238190_5	c_000001238190	4533	5372	+	840	0
c_000001239258_2	c_000001239258	187	462	-	276	0
c_000001240234_11	c_000001240234	6534	7430	-	897	0
c_000001240326_1	c_000001240326	3	791	+	789	0
c_000001240363_2	c_000001240363	436	1227	-	792	0
c_000001240466_1	c_000001240466	60	881	-	822	0
c_000001240514_1	c_000001240514	1	264	+	264	0
c_000001240828_1	c_000001240828	1	282	-	282	0
c_000001242241_1	c_000001242241	2	469	-	468	0
c_000001242840_7	c_000001242840	6522	7094	-	573	0
c_000001242966_1	c_000001242966	2	400	+	399	0
c_000001242991_1	c_000001242991	426	1373	+	948	0
c_000001243054_2	c_000001243054	127	885	-	759	0
c_000001243186_1	c_000001243186	1	306	-	306	0
c_000001243322_1	c_000001243322	1	288	-	288	0
c_000001244283_1	c_000001244283	3	455	-	453	0
c_000001244963_1	c_000001244963	1	375	-	375	0
c_000001244969_2	c_000001244969	306	767	+	462	0
c_000001245019_1	c_000001245019	3	698	-	696	0
c_000001245406_2	c_000001245406	513	1070	+	558	0
c_000001245801_6	c_000001245801	6665	7408	-	744	0
c_000001245932_3	c_000001245932	1112	2050	-	939	0
c_000001246106_1	c_000001246106	1	552	-	552	0
c_000001246221_1	c_000001246221	2	304	-	303	0
c_000001246696_1	c_000001246696	3	413	-	411	0
c_000001247637_1	c_000001247637	3	464	-	462	0
c_000001248658_1	c_000001248658	3	743	-	741	0
c_000001249375_1	c_000001249375	1	414	-	414	0
c_000001249490_2	c_000001249490	664	1056	+	393	0
c_000001250194_1	c_000001250194	1	672	-	672	0
c_000001250798_1	c_000001250798	41	919	+	879	0
c_000001250822_10	c_000001250822	9805	10563	+	759	0
c_000001251273_1	c_000001251273	1	342	-	342	0
